,S_INFO_WINDCODE,S_VAL_MV,S_INFO_PROVINCE
102,300624.SZ,627968.88,西藏自治区
103,000839.SZ,1434656.4448,北京
104,300274.SZ,1453509.9492,安徽省
105,600152.SH,266465.0449,浙江省
106,300049.SZ,207548.8959,内蒙古自治区
107,600540.SH,194020.405,新疆维吾尔自治区
108,002686.SZ,281377.2923,浙江省
109,603327.SH,1053828.0,四川省
110,601311.SH,796445.468,湖北省
111,600358.SH,182787.0709,江苏省
112,300648.SZ,215015.2,福建省
113,002382.SZ,1259988.6294,山东省
114,600616.SH,266572.7415,上海
115,000889.SZ,613566.4267,河北省
116,300570.SZ,644681.0304,广东省
117,601519.SH,1486799.6,上海
118,002094.SZ,363589.7601,山东省
119,603067.SH,263032.0,湖北省
120,601677.SH,686644.9376,河南省
121,300379.SZ,1000084.4659,北京
122,000685.SZ,1185989.5262,广东省
123,300268.SZ,221100.0,湖南省
124,600202.SH,195120.402,黑龙江省
125,600675.SH,2779837.6749,上海
126,603018.SH,521954.8474,江苏省
127,002795.SZ,295600.0,浙江省
128,603038.SH,201041.3528,广东省
129,002030.SZ,942541.5975,广东省
130,300239.SZ,261895.8001,内蒙古自治区
131,601333.SH,2195896.47,广东省
132,300583.SZ,332358.5507,山东省
133,300636.SZ,185782.545,江西省
134,002952.SZ,407672.76,辽宁省
135,000411.SZ,332832.6931,浙江省
136,603238.SH,213360.0,浙江省
137,603386.SH,412772.6008,广东省
138,603429.SH,937538.1354,安徽省
139,603897.SH,330220.2362,浙江省
140,601158.SH,2736000.0,重庆
141,600539.SH,143520.0,山西省
142,000021.SZ,1531580.9969,广东省
143,603360.SH,694434.72,辽宁省
144,000875.SZ,697552.0435,吉林省
145,002663.SZ,519012.3406,广东省
146,002572.SZ,1654126.8789,广东省
147,600187.SH,439946.744,黑龙江省
148,300153.SZ,206400.0,上海
149,000861.SZ,599324.4569,广东省
150,002083.SZ,561144.0031,山东省
151,300658.SZ,232062.75,福建省
152,603197.SH,353746.0271,上海
153,600196.SH,6494384.913,上海
154,002329.SZ,345107.6944,广西壮族自治区
155,600757.SH,739113.0163,湖北省
156,000615.SZ,395065.3769,湖北省
157,002420.SZ,142355.0,广东省
158,300154.SZ,255231.2,广东省
159,002249.SZ,958039.7164,广东省
160,000622.SZ,198155.316,湖南省
161,300329.SZ,188178.16,浙江省
162,600249.SH,222750.0,广西壮族自治区
163,603826.SH,672516.0,福建省
164,600397.SH,226700.813,江西省
165,000428.SZ,258807.204,湖南省
166,600321.SH,279451.75,四川省
167,600648.SH,2056117.2636,上海
168,600967.SH,1713286.6624,内蒙古自治区
169,600039.SH,1173420.7908,四川省
170,000031.SZ,2932625.1425,广东省
171,000738.SZ,1539743.3171,江苏省
172,600888.SH,482530.5298,新疆维吾尔自治区
173,600340.SH,8414386.5503,河北省
174,603159.SH,176960.0,上海
175,600812.SH,1126886.0677,河北省
176,300156.SZ,193924.6877,北京
177,002712.SZ,407422.9441,浙江省
178,000061.SZ,907875.8101,广东省
179,002082.SZ,203490.0,浙江省
180,601100.SH,3410694.0,江苏省
181,300508.SZ,269554.08,上海
182,300333.SZ,338352.0,广东省
183,600006.SH,922000.0,湖北省
184,002668.SZ,711177.0968,广东省
185,601099.SH,2297098.6167,云南省
186,600526.SH,285745.2388,浙江省
187,002378.SZ,572059.6429,江西省
188,002035.SZ,885149.6165,广东省
189,603639.SH,428413.8715,山东省
190,600130.SH,275712.0,浙江省
191,000692.SZ,155054.396,辽宁省
192,300596.SZ,698060.4801,天津
193,000587.SZ,414131.1194,黑龙江省
194,603289.SH,260396.8,浙江省
195,002016.SZ,703104.1042,广东省
196,300760.SZ,21505578.4955,广东省
197,601899.SH,7393021.264,福建省
198,002392.SZ,442862.5921,北京
199,300650.SZ,192696.122,福建省
200,300061.SZ,476547.4652,上海
201,603367.SH,689096.56,山东省
202,002966.SZ,3443333.334,江苏省
203,000757.SZ,295321.3852,四川省
204,000876.SZ,7614123.1063,四川省
205,002747.SZ,734739.7341,江苏省
206,002705.SZ,1081186.9219,广东省
207,601368.SH,518305.1962,广西壮族自治区
208,603348.SH,374000.0,广东省
209,300052.SZ,362481.6177,广东省
210,600624.SH,577896.9364,上海
211,600720.SH,790263.5071,甘肃省
212,600989.SH,7223359.6,宁夏回族自治区
213,600562.SH,917967.3105,江苏省
214,601058.SH,1082804.5319,山东省
215,601798.SH,227607.1031,甘肃省
216,000009.SZ,1199334.4937,广东省
217,603322.SH,328535.48,广东省
218,600737.SH,1847964.869,新疆维吾尔自治区
219,603300.SH,414426.5288,浙江省
220,603332.SH,312925.878,江苏省
221,002645.SZ,398534.0758,江苏省
222,300527.SZ,1017982.2401,湖北省
223,300230.SZ,321585.1802,上海
224,002774.SZ,271751.3752,广东省
225,000972.SZ,207475.2828,新疆维吾尔自治区
226,000856.SZ,248565.0,河北省
227,603896.SH,418234.7528,浙江省
228,600896.SH,371974.4041,海南省
229,600170.SH,3018590.8298,上海
230,603589.SH,3245400.0,安徽省
231,600149.SH,212889.6,河北省
232,300478.SZ,159607.98,浙江省
233,601019.SH,1469177.6,山东省
234,002212.SZ,1797966.0583,广东省
235,300768.SZ,1520438.01,浙江省
236,002524.SZ,649819.2847,新疆维吾尔自治区
237,603099.SH,244003.05,吉林省
238,600333.SH,341666.2137,吉林省
239,002594.SZ,12794989.99,广东省
240,002950.SZ,1006891.9971,湖北省
241,002048.SZ,852295.3744,浙江省
242,300438.SZ,473178.6023,广东省
243,601636.SH,1058954.9584,湖南省
244,002715.SZ,140024.0,广东省
245,600900.SH,39006000.0,北京
246,600073.SH,814886.9112,上海
247,603916.SH,433300.95,江苏省
248,603536.SH,171024.0,山东省
249,002179.SZ,4086327.799,河南省
250,600415.SH,2062978.1727,浙江省
251,300682.SZ,1609992.9963,江苏省
252,300225.SZ,251631.9,上海
253,002494.SZ,189310.3616,河北省
254,002575.SZ,420346.08,广东省
255,300157.SZ,311193.4933,北京
256,600651.SH,399999.3208,上海
257,300538.SZ,351022.9129,广东省
258,002552.SZ,765580.845,浙江省
259,600082.SH,262969.1412,天津
260,002103.SZ,234072.4519,浙江省
261,300609.SZ,368273.0841,上海
262,002479.SZ,692927.5,浙江省
263,002123.SZ,1716359.9256,辽宁省
264,002049.SZ,2972194.4073,河北省
265,000565.SZ,227635.9155,重庆
266,002434.SZ,978200.0,浙江省
267,000523.SZ,331337.49,广东省
268,002530.SZ,792985.5588,江苏省
269,601238.SH,13278306.6807,广东省
270,600028.SH,60414533.6134,北京
271,300202.SZ,623137.536,辽宁省
272,002348.SZ,348569.6,广东省
273,603389.SH,174204.576,江苏省
274,002132.SZ,388258.0065,河南省
275,688020.SH,727920.0,广东省
276,300036.SZ,779048.257,北京
277,300756.SZ,291620.887,广东省
278,000892.SZ,459098.8614,重庆
279,603063.SH,387370.11,广东省
280,000659.SZ,406281.9963,广东省
281,300076.SZ,246768.0,浙江省
282,600658.SH,464212.7937,北京
283,002697.SZ,1170960.0,四川省
284,002376.SZ,838131.9141,山东省
285,300661.SZ,1839962.9529,北京
286,002515.SZ,735691.5866,浙江省
287,002906.SZ,536968.5,广东省
288,600093.SH,1232447.355,四川省
289,603879.SH,179569.152,福建省
290,300196.SZ,367028.5602,江苏省
291,300336.SZ,305561.2428,上海
292,002768.SZ,645032.5,山东省
293,002135.SZ,565818.0034,浙江省
294,000526.SZ,290894.0036,福建省
295,002921.SZ,149680.0,山东省
296,002328.SZ,278046.05,上海
297,603806.SH,2155725.0,浙江省
298,600078.SH,323335.5562,江苏省
299,002634.SZ,391852.1888,浙江省
300,600225.SH,293744.6811,天津
301,603883.SH,2136277.7011,湖南省
302,600145.SH,278835.7711,新疆维吾尔自治区
303,002404.SZ,316565.1553,浙江省
304,600057.SH,906130.7157,福建省
305,601018.SH,4952990.7762,浙江省
306,000981.SZ,535722.6543,甘肃省
307,000408.SZ,1674774.7985,青海省
308,000601.SZ,649411.5531,广东省
309,002241.SZ,5867147.938,山东省
310,603685.SH,209053.0,浙江省
311,000301.SZ,2139427.2609,江苏省
312,002796.SZ,619028.1145,江苏省
313,600655.SH,3066040.4526,上海
314,601006.SH,11447429.4481,山西省
315,603828.SH,302120.6239,江苏省
316,603955.SH,174400.2,江苏省
317,600982.SH,331442.1309,浙江省
318,300790.SZ,537145.3609,广东省
319,601258.SH,771540.4514,河北省
320,600599.SH,162846.0,湖南省
321,600284.SH,596707.44,上海
322,600826.SH,542207.9092,上海
323,601200.SH,1041170.0359,上海
324,000538.SZ,10200065.4862,云南省
325,002134.SZ,231098.7819,天津
326,000993.SZ,337510.2223,福建省
327,600315.SH,2419850.7019,上海
328,000066.SZ,4008681.2306,广东省
329,002042.SZ,1089392.2729,安徽省
330,002650.SZ,464256.0,湖南省
331,300289.SZ,225683.864,北京
332,300729.SZ,210662.4545,浙江省
333,300081.SZ,475183.7726,北京
334,000966.SZ,558575.1763,湖北省
335,600101.SH,268874.0435,四川省
336,300485.SZ,447853.55,北京
337,600461.SH,485600.0794,江西省
338,603117.SH,248204.5176,江苏省
339,000663.SZ,176085.6949,福建省
340,601113.SH,417782.0727,浙江省
341,603003.SH,351553.3473,上海
342,300444.SZ,341503.1323,北京
343,002391.SZ,442729.9986,江苏省
344,600356.SH,240478.7593,黑龙江省
345,600498.SH,3191685.287,湖北省
346,603886.SH,429120.0,上海
347,000019.SZ,705351.5754,广东省
348,600763.SH,3468683.52,浙江省
349,603000.SH,2318634.1444,北京
350,300095.SZ,220788.4279,江西省
351,603320.SH,180300.0,浙江省
352,300471.SZ,344295.68,四川省
353,300516.SZ,541080.0,湖北省
354,300184.SZ,795256.7999,湖北省
355,601002.SH,481955.52,浙江省
356,002611.SZ,864164.1351,广东省
357,603329.SH,218856.0,上海
358,603069.SH,213616.0,海南省
359,600976.SH,257402.8508,湖北省
360,000788.SZ,373684.1155,重庆
361,600290.SH,297122.2728,浙江省
362,300142.SZ,4721468.9779,云南省
363,002332.SZ,764120.9464,浙江省
364,603232.SH,361863.712,上海
365,300025.SZ,260975.1123,浙江省
366,300605.SZ,229455.9583,福建省
367,600674.SH,4472574.7277,四川省
368,600723.SH,395702.94,北京
369,300721.SZ,146422.945,江苏省
370,300169.SZ,178313.434,江苏省
371,603721.SH,223860.0,湖南省
372,600166.SH,1315038.4094,北京
373,000673.SZ,234298.9308,山西省
374,601838.SH,3041515.6232,四川省
375,002456.SZ,2753560.1319,广东省
376,002207.SZ,152355.9898,新疆维吾尔自治区
377,601996.SH,332263.672,广西壮族自治区
378,603926.SH,189165.834,浙江省
379,300347.SZ,5138683.3303,浙江省
380,600370.SH,234389.8036,江苏省
381,002464.SZ,423175.2487,江苏省
382,600783.SH,1001163.2504,山东省
383,002660.SZ,244974.6424,广东省
384,600288.SH,509745.6,北京
385,600079.SH,1682654.4474,湖北省
386,603776.SH,330140.8,江苏省
387,002302.SZ,1463068.6383,新疆维吾尔自治区
388,002685.SZ,602599.0033,江苏省
389,002006.SZ,217111.32,浙江省
390,002958.SZ,3666666.667,山东省
391,002300.SZ,401760.81,福建省
392,600657.SH,1149307.0738,北京
393,002867.SZ,1432574.1685,广东省
394,300369.SZ,1455835.9637,北京
395,600858.SH,242871.0971,山东省
396,300536.SZ,253400.9469,湖北省
397,600175.SH,711721.2658,浙江省
398,300595.SZ,2107411.8186,安徽省
399,600428.SH,783527.5314,广东省
400,600531.SH,494970.1558,河南省
401,000599.SZ,394367.5189,山东省
402,002863.SZ,207857.2323,浙江省
403,002743.SZ,227019.969,安徽省
404,002919.SZ,218256.5763,广东省
405,601319.SH,38828663.7319,北京
406,002215.SZ,570383.6636,广东省
407,600694.SH,761318.7486,辽宁省
408,000752.SZ,104712.1209,西藏自治区
409,601881.SH,10765768.7999,北京
410,600503.SH,504721.35,上海
411,603181.SH,457240.0,浙江省
412,300242.SZ,243669.206,广东省
413,600031.SH,12128134.1317,北京
414,601619.SH,777066.0,宁夏回族自治区
415,600398.SH,3482968.4592,江苏省
416,600055.SH,522969.2644,北京
417,002510.SZ,352685.9836,天津
418,002041.SZ,723360.0,山东省
419,002370.SZ,452264.8264,浙江省
420,603339.SH,305057.219,江苏省
421,603508.SH,1155774.4872,河南省
422,600725.SH,361113.71,云南省
423,002616.SZ,540090.9288,广东省
424,300034.SZ,730763.8062,北京
425,300130.SZ,819010.5057,广东省
426,603767.SH,217117.096,浙江省
427,002118.SZ,854266.8039,吉林省
428,601900.SH,768662.0936,广东省
429,600522.SH,2563243.7611,江苏省
430,603185.SH,473634.0,江苏省
431,000926.SZ,625600.6081,湖北省
432,603900.SH,370435.5379,江苏省
433,002497.SZ,590552.0544,四川省
434,603928.SH,245952.0,江苏省
435,600843.SH,422962.5816,上海
436,300227.SZ,279244.0509,广东省
437,600543.SH,200057.76,甘肃省
438,000908.SZ,336073.8021,湖南省
439,600614.SH,205074.5297,上海
440,300200.SZ,258106.7175,北京
441,002647.SZ,861742.5044,浙江省
442,603029.SH,133102.84,山东省
443,603158.SH,294429.9184,江苏省
444,600116.SH,712977.9504,重庆
445,603718.SH,779240.0,上海
446,600273.SH,1404075.9321,浙江省
447,600801.SH,4168040.5117,湖北省
448,300244.SZ,1582168.6548,浙江省
449,300687.SZ,336427.7655,广东省
450,600850.SH,1030801.0578,上海
451,603703.SH,378545.6,浙江省
452,300677.SZ,304763.3111,山东省
453,300058.SZ,1548451.4203,北京
454,002614.SZ,626586.57,福建省
455,000713.SZ,364119.6039,安徽省
456,600423.SH,285134.1243,广西壮族自治区
457,600491.SH,1208508.7845,浙江省
458,300746.SZ,355312.1283,浙江省
459,002504.SZ,313894.96,北京
460,002278.SZ,209975.8669,上海
461,601633.SH,6945851.709,河北省
462,600767.SH,195739.8445,上海
463,002115.SZ,572103.6375,浙江省
464,002408.SZ,1310104.4287,山东省
465,603208.SH,316394.8788,浙江省
466,002401.SZ,357823.2,上海
467,600644.SH,311733.9816,四川省
468,600160.SH,1899654.9433,浙江省
469,600617.SH,551009.1555,山西省
470,600382.SH,421776.1547,广东省
471,603725.SH,159763.856,广东省
472,300689.SZ,257584.0,广东省
473,002046.SZ,386969.6196,河南省
474,603608.SH,270057.7565,广东省
475,603223.SH,188536.32,山东省
476,600267.SH,931738.2275,浙江省
477,000043.SZ,1253887.4621,广东省
478,603303.SH,433091.245,浙江省
479,600381.SH,317599.8609,青海省
480,002707.SZ,441315.738,北京
481,000603.SZ,915589.3221,北京
482,000042.SZ,652199.3474,广东省
483,002205.SZ,265058.9051,新疆维吾尔自治区
484,002113.SZ,275884.7274,湖南省
485,600980.SH,219311.5604,北京
486,300199.SZ,559325.4944,广东省
487,603506.SH,244245.2397,浙江省
488,600203.SH,307188.9118,福建省
489,000852.SZ,520995.348,湖北省
490,002390.SZ,918642.9647,贵州省
491,300708.SZ,365732.85,江苏省
492,601877.SH,4627317.0593,浙江省
493,600126.SH,1455568.4948,浙江省
494,601228.SH,2384374.3,广东省
495,002170.SZ,278474.8649,广东省
496,300075.SZ,550679.4131,北京
497,000901.SZ,679294.9341,黑龙江省
498,601678.SH,810810.0,山东省
499,601858.SH,943066.5,北京
500,300622.SZ,276420.8115,广东省
501,300360.SZ,381355.4287,浙江省
502,601789.SH,357245.28,浙江省
503,300392.SZ,271104.0,北京
504,601615.SH,1622553.5165,广东省
505,000727.SZ,937620.3649,江苏省
506,002285.SZ,757942.2306,广东省
507,002882.SZ,455410.8,广东省
508,002109.SZ,368530.6762,陕西省
509,300035.SZ,297852.5682,湖南省
510,603890.SH,256175.975,江苏省
511,600825.SH,470199.5325,上海
512,002621.SZ,723238.9462,辽宁省
513,002007.SZ,5161854.1346,河南省
514,002325.SZ,393573.4239,广东省
515,002084.SZ,276490.3749,广东省
516,300072.SZ,1435679.1045,北京
517,000825.SZ,2181662.9059,山西省
518,300332.SZ,368804.1599,北京
519,300181.SZ,306746.9234,浙江省
520,603637.SH,280520.2096,浙江省
521,600089.SH,2414303.3129,新疆维吾尔自治区
522,600756.SH,678986.8875,山东省
523,300327.SZ,624221.9704,上海
524,002679.SZ,399842.176,福建省
525,603313.SH,539134.6594,江苏省
526,002176.SZ,660347.9998,江西省
527,600692.SH,245531.3167,上海
528,603113.SH,727310.8536,山东省
529,300089.SZ,149608.6866,广东省
530,002782.SZ,436650.0,广东省
531,300402.SZ,210484.0,江苏省
532,002089.SZ,346416.7432,江苏省
533,600861.SH,307300.8005,北京
534,601958.SH,2300568.9372,陕西省
535,000701.SZ,219164.4372,福建省
536,600592.SH,561372.7673,福建省
537,600216.SH,1067575.348,浙江省
538,300403.SZ,334665.0,广东省
539,603605.SH,1710526.7284,浙江省
540,600986.SH,642903.3027,山东省
541,600848.SH,5005658.8332,上海
542,603456.SH,1007883.6261,浙江省
543,300526.SZ,861837.1208,广东省
544,603025.SH,767013.0716,北京
545,600023.SH,5290668.4053,浙江省
546,002683.SZ,921362.9632,广东省
547,000720.SZ,628060.0185,山东省
548,600728.SH,1566200.9756,广东省
549,300791.SZ,568000.0,广东省
550,000902.SZ,1153203.8924,湖北省
551,600004.SH,4540089.2077,广东省
552,000099.SZ,460613.5192,广东省
553,300014.SZ,3194284.4347,广东省
554,002903.SZ,247650.0,湖南省
555,600837.SH,16470434.4,上海
556,603889.SH,298859.8906,浙江省
557,002438.SZ,386661.9002,江苏省
558,300786.SZ,317356.2,山东省
559,601997.SH,2796466.9055,贵州省
560,600201.SH,2151118.8603,内蒙古自治区
561,000630.SZ,2273731.1945,安徽省
562,600713.SH,438518.3337,江苏省
563,002213.SZ,210944.0,广东省
564,300111.SZ,270991.6,浙江省
565,300607.SZ,518904.8613,广东省
566,601998.SH,29458755.1209,北京
567,002690.SZ,2285556.0,安徽省
568,300753.SZ,331522.4,江苏省
569,300037.SZ,923517.7352,广东省
570,000680.SZ,430553.301,山东省
571,300674.SZ,1153628.84,北京
572,300539.SZ,166966.2249,浙江省
573,000581.SZ,1685956.4025,江苏省
574,603709.SH,212640.0,浙江省
575,601992.SH,3673153.2701,北京
576,000608.SZ,356208.8218,广西壮族自治区
577,600831.SH,617400.4291,陕西省
578,603800.SH,266032.0,江苏省
579,300172.SZ,282374.95,江苏省
580,300666.SZ,855570.36,浙江省
581,000166.SZ,11994133.4442,新疆维吾尔自治区
582,600732.SH,1257133.214,上海
583,002599.SZ,231997.1778,北京
584,600705.SH,4218873.11,黑龙江省
585,600855.SH,445671.5904,北京
586,600379.SH,187224.2868,陕西省
587,300300.SZ,675866.153,浙江省
588,600320.SH,1807045.2508,上海
589,300023.SZ,249408.2455,陕西省
590,300232.SZ,824828.2296,广东省
591,603858.SH,2220374.2865,山东省
592,002124.SZ,1528389.8332,浙江省
593,000582.SZ,1423751.2798,广西壮族自治区
594,002053.SZ,595085.2386,云南省
595,000632.SZ,278846.2224,福建省
596,000504.SZ,272315.5895,湖南省
597,300189.SZ,343040.0,海南省
598,300623.SZ,550499.3903,江苏省
599,600538.SH,226627.7783,广西壮族自治区
600,600727.SH,241127.799,山东省
601,002871.SZ,247843.266,山东省
602,600846.SH,488563.5055,上海
603,002460.SZ,2888961.5386,江西省
604,002520.SZ,523056.1455,浙江省
605,000040.SZ,724107.5747,广东省
606,600346.SH,11508928.1501,辽宁省
607,603220.SH,875136.16,湖北省
608,300695.SZ,356058.918,浙江省
609,300214.SZ,417722.1743,山东省
610,600735.SH,225219.3853,山东省
611,300446.SZ,270221.4,河北省
612,600796.SH,154016.4956,浙江省
613,600760.SH,4052726.5908,山东省
614,002907.SZ,658134.2218,重庆
615,002951.SZ,801090.0,四川省
616,300612.SZ,276048.0,北京
617,300235.SZ,179747.0974,广东省
618,600360.SH,569884.3407,吉林省
619,300161.SZ,249818.9867,湖北省
620,000695.SZ,180383.8017,天津
621,000905.SZ,386568.0,福建省
622,300521.SZ,154944.0,广东省
623,000501.SZ,808980.353,湖北省
624,000822.SZ,401001.1828,山东省
625,000760.SZ,105742.714,湖北省
626,600386.SH,316108.8,北京
627,603809.SH,204264.5164,四川省
628,603010.SH,447838.159,浙江省
629,002737.SZ,860816.0,黑龙江省
630,002193.SZ,223766.7953,山东省
631,603393.SH,558880.0,新疆维吾尔自治区
632,002313.SZ,599976.0,广东省
633,002385.SZ,1951777.1779,北京
634,002238.SZ,491413.1472,广东省
635,600009.SH,15282707.4511,上海
636,603028.SH,230956.8,江苏省
637,601007.SH,291000.0,江苏省
638,002841.SZ,5997326.5203,广东省
639,300706.SZ,325987.2,福建省
640,600730.SH,316794.2411,北京
641,601298.SH,4783940.7,山东省
642,000722.SZ,319805.0563,湖南省
643,600362.SH,4885911.1905,江西省
644,603041.SH,174212.3406,江苏省
645,002835.SZ,326993.4278,广东省
646,002531.SZ,1147467.2853,江苏省
647,603533.SH,572628.0,北京
648,300298.SZ,786352.795,湖南省
649,600452.SH,675494.4,重庆
650,300557.SZ,150305.058,湖北省
651,603790.SH,299287.04,上海
652,002596.SZ,629412.5067,海南省
653,002227.SZ,236480.4128,广东省
654,002010.SZ,2498743.858,浙江省
655,601611.SH,1785000.0,上海
656,600693.SH,457198.6363,福建省
657,002940.SZ,272160.0,浙江省
658,000039.SZ,3518652.0057,广东省
659,601555.SH,2754000.0,江苏省
660,002642.SZ,428704.0428,北京
661,600048.SH,18278441.2965,广东省
662,601020.SH,474902.4189,西藏自治区
663,603578.SH,169697.25,浙江省
664,002126.SZ,559956.0831,浙江省
665,600366.SH,604348.4835,浙江省
666,600350.SH,2338226.6065,山东省
667,000006.SZ,683097.4933,广东省
668,002842.SZ,365220.128,广东省
669,600390.SH,3396039.4215,湖南省
670,600992.SH,172788.45,贵州省
671,300012.SZ,2355351.1446,广东省
672,601601.SH,32496332.0,上海
673,002539.SZ,495959.1,四川省
674,300437.SZ,242119.0592,河南省
675,600291.SH,972827.2964,内蒙古自治区
676,002869.SZ,829164.9477,广东省
677,601518.SH,357854.7071,吉林省
678,300308.SZ,2872913.7085,山东省
679,300425.SZ,325866.8708,四川省
680,002252.SZ,3989646.9234,上海
681,300047.SZ,499354.0782,广东省
682,002802.SZ,216700.0,江苏省
683,000157.SZ,4673184.32,湖南省
684,300305.SZ,253525.134,江苏省
685,000662.SZ,543269.5738,广西壮族自治区
686,300203.SZ,738055.8794,浙江省
687,600668.SH,502018.3051,浙江省
688,603848.SH,589069.0,广东省
689,300290.SZ,328931.4863,辽宁省
690,000687.SZ,500328.1834,河北省
691,002485.SZ,368832.0,山东省
692,600480.SH,403630.5064,河北省
693,002577.SZ,258835.2,广东省
694,002703.SZ,408246.2773,浙江省
695,601015.SH,544349.684,陕西省
696,300789.SZ,356826.2098,四川省
697,603730.SH,1070789.152,上海
698,300752.SZ,370630.249,广东省
699,300445.SZ,262114.9877,北京
700,300256.SZ,399459.4771,浙江省
701,002895.SZ,500812.52,贵州省
702,603129.SH,456372.8184,浙江省
703,300469.SZ,332729.5799,上海
704,300532.SZ,330866.797,广东省
705,600198.SH,911218.0516,北京
706,603183.SH,198353.3583,江苏省
707,000498.SZ,542147.3065,山东省
708,000555.SZ,1127214.5894,广东省
709,603986.SH,4238804.8032,北京
710,000737.SZ,173956.92,山西省
711,002711.SZ,109831.3216,广东省
712,300342.SZ,425366.6079,江苏省
713,603316.SH,192099.6,浙江省
714,600626.SH,554841.6467,上海
715,002930.SZ,542012.2027,广东省
716,000407.SZ,312430.0529,山东省
717,000668.SZ,218500.7323,上海
718,603617.SH,198936.4216,浙江省
719,603601.SH,488456.8976,重庆
720,600232.SH,221748.8748,浙江省
721,002749.SZ,436090.7786,四川省
722,603035.SH,243320.0,江苏省
723,000078.SZ,930990.5576,广东省
724,300128.SZ,458434.3576,江苏省
725,300491.SZ,217188.7906,河北省
726,002677.SZ,842451.3477,浙江省
727,603717.SH,202383.4529,重庆
728,600051.SH,184662.72,浙江省
729,002674.SZ,360686.1014,福建省
730,300777.SZ,1484437.11,江苏省
731,300231.SZ,338206.6683,北京
